processed,Code
alergica a codeina,Z886
herniorrafia umbilical,0WUF4JZ
historia de fractura,Z8781
ansiedad parto,O99344
hipotiroidismo qx parto,E890
linfadenectomia axilar derecho,07T50ZZ
neoplasia de tiroides,193
ea quimioterapia,T451X5A
ansiedad part,O99344
mioma parto,O99344
restos abortivos,O021
acidosi metabolica,E872
hipoacusia,H9190
bacteroides fragilis,04182
alergia al diclofenaco,V148
nodulos pulmonares,R918
hemicolectomia izquierda,Z9049
ventosa,O631
cistectomia radical lap,07TC4ZZ
anexectomia bilateral,0UT20ZZ
cancer de mama derecha,C50911
desgarros grado 1,O700
hipotiroidisimo part,O99284
dpf,O334XX0
retirada dvp,00P600Z
flutter auricular comun paroxistico,I483
gonartrosis,71536
hipertension arterial,4019
biopsia selectiva de gangli sentinella,4011
afasia,R4701
ir cronica,N189
leiomioma,D259
enfermedad renal cronica estadio iv,5854
imc 33,Z6833
enterococcus faecalis,04104
infeccion tracto urinario de repeticion,Z87440
a posit,Z6710
re positivo ++,Z170
radiografia de torax,BW03ZZZ
hemangioma,91200
carcinoma ducatl infiltrante,85003
gsrh: o+(,Z6740
histerectomia,Z90710
arteria umbilical unica,O6989X0
ecografia de torax,BB4BZZZ
"alergica a tenoxica,, rentenox, tilcotil, buscapina",V148
anexectomia bilateral,0UT70ZZ
eda,0DJ08ZZ
cervix corto anteparto,64973
40 + 1 sg,Z3A40
desgarro perineal iiº.,O701
histeroscopia quirurgica,0UB98ZZ
parto,7359
taquicardia supraventricular,4270
anemia post-quirurgica,D62
"??? , color: tenido",O770
rubeola: no inmune,O9852
hemoperitoneo postquirurgico,99811
salpinguectomia bilateral laparoscopica,0UT74ZZ
diabetes mellitus,E119
artrosi,M1990
vih+,Z21
agitacion,R451
endometritis cronica,N711
ecocardiograma transtoracico,B246ZZZ
cordon corto parto,O693XX0
peritonitis aguda,56729
dorsal ancho mama izquierda,0HRU075
ulceras vulva,N766
estreptococo grupo b positivo,O99824
leiomiomas,88900
paratiroidectomia superior izquierda,0689
leucopenia recien nacido,P615
0-negativo,Z6741
rosacea parto,L719
prematuro 33,P0736
cuerpo exttrano,E915
problema social,V629
portadora de cpap,Z9989
neoplasia prostata,185
fibril·lacio auricular paroxismal,I480
hiperlordosis lumbar,M4056
cancer mama izquierda,C50912
prolapso de cupula vaginal,N993
traqueomalacia congenita,7483
depressiu,311
metastasis pulmonares,1970
cefalea,7840
obesidad morbida parto,27801
trombosis venosa profunda,45351
alergica a: acido clavulanico,Z881
histerectomia lap,6841
somnolencia,R400
: iii plano oa,O631
disminucion de movimientos fetales,O368130
dermatitis atopica parto,O9972
biopsia vesical,0T9B8ZX
estenosis del piloro,K311
anexectomia bilateral,6563
migranas con aura parto,O99354
ecografia,BY4FZZZ
febril,R509
alergia codeina,Z886
mioma posterior subseroso,2182
miomas part,O3413
rifampicina,3E03329
habito enolico moderado,F1010
eco 3t gemelos,BY4GZZZ
desgarros de ii grado,O701
colon espastico,K589
mioma utero,2189
espasmos esofagicos,5305
oxigenoterapia,9396
obesidad 3t,E669
ex-enolismo,F1021
tabaquismo part,F17210
anexectomia bilateral,0UT70ZZ
k660,K660
midriasis,37943
analgesia,3E033NZ
fractura subcapital femur izquierdo,S72012A
asma part,O3413
quiste aracnoidea,G930
inducion,3E033VJ
reseccion de sigma,Z9049
vagintis,61610
sondaje gastrico recien nacido,3E0G76Z
ecografia de abodmen,BW40ZZZ
hipertiroidismo primario,E0590
primigesta de 36.5 semanas,64421
gastritis cronicas parto,K2950
hipotiroididmo part,O99284
ecocardiografia recien nacido,B24DZZZ
hipotiroidismo por litio,T43595S
440.0,I700
arteriografia medula,B00BYZZ
escoliosis parto,M419
traumatismo craneoencefalico sin pc,S060X0A
adherencias intestinales,K660
grupo sang materno: 0 positivo,Z6740
grupo 0 rh +,Z6741
muerte fetal intrautero,O364XX0
insulina,Z794
ex fumador,Z87891
triple bypass,Z951
antibioticoterapia,9921
asma,49390
cesareas previas,O34219
sobrecarga hidrica,E8770
: b positivo,Z6720
carcinoma cie mama izq,C50512
stent coronaria,Z955
nebulizaciones,3E0F7GC
insuficiencia renal aguda 2,51881
disnea,78609
bronquiolitis vrs positiva recien nacido,P2889
tetraparesia espastica,3432
cerclaje cervical,6759
fractura nasal,8020
portador de gastrostomia,Z931
historia infecciones de orina,V1302
sangrado vaginal,N939
reflujo vesicoureteral congenito,75329
eco tv,8878
receptores de estrogenos:negativos,Z171
traqueostomia,311
fallo de induccion,O610
insuficiencia venosa cronica,I872
infeccion tracto urinario e.faecalis,N390
alergia augmentine,Z880
quistes de naboth,N888
drepanocitosis,28260
ansiosodepresivo,F341
circuncision,0VTTXZZ
radiografia pelvis,BR0CZZZ
proteinosis alveolar pulmonar,5160
neutropenia febril qt,T451X5A
sindrome apnea hipopnea sueno,G4733
tabaco parto,O99334
derivacion ventriculoperitoneal,V452
bloque de rama izquierda,4263
madden izquierdo,0HTU0ZZ
historia polipo colon,V1272
tiroides multinodular,E042
quemadura 3 muslo derecho,T24311A
laminectomia l3,01NB0ZZ
litiasis renal part,O26833
hipertension insuficiencia cardiaca,I5030
n40.1,N401
hipoglicemia,E162
tumorectomia mama derecha,0HBT0ZZ
a pos,Z6710
cefaleas,R519
insuficiencia renal cronica,N189
fiebre intraparto,65921
hemorragia postparto,O721
esplenomegalia,R161
dehiscencia de sutura quirurgica,T8131XA
gastrostomia,V441
historia de litiasis renal,Z87442
dolor toracico atipico,R0789
anemia normocitica normocromica,2859
v25.2,Z302
s.marcescens,B9689
o2,3E0F7SF
hallux valgus,7350
o2,9396
exfumador,Z87891
grupo a+,Z6710
carcinoma ductal infiltrante,85003
vph,B977
doppler renal,B54LZZZ
pielonefritis aguda derecha,59010
cefotaxima,3E03329
vive en residencia,Z593
hemicolectomia derecha,V4572
ecocardiografia,B246ZZZ
fractura pertrocanterea femur derecho,S72101A
34 sem,Z3A34
hipoacusia oi,H9192
cardiopatia isquemica,4149
colic renal,N23
hashimoto parto,O99354
epilepsia,34590
obesidad-hipoventilacion,27803
reflujo gastroesofagico,53081
ecografias trasfontanelar,B040ZZZ
amnesia inmediatra,78093
: e.coli,B9620
bypass coronario,Z951
cdi,1749
retinopat diabetes mellitus,25050
desgarro iº.,O700
desgarro iiia,0DQR0ZZ
endometrioma,6171
icterico recien nacido,P599
utero septo parto,65401
klebsiella pneumoniea,B961
tumorectomia mama der,0HBT0ZZ
salpingitis aguda,N7001
migranas con aura parto,G43109
dolor fii,R1032
trombopenia,2875
j12.2,J122
alergica a: amoxicilina,Z880
alergica a gramineas,Z91048
prolapso de cordon,66301
globo vesical,R339
febril 2,78061
dolicocolon,Q438
linfadenectomia axilar izquierda,4051
meniere,H8109
paracentesis evacuadora,5491
sindrome ansioso depresivo parto,O99344
cuadro viral,07999
doble anexectomia,Z9079
cistocele,0JQC0ZZ
quistectomia ovario derecho laparoscopica,0UB04ZZ
leucoencefalopatia,G9349
hipoxemia,R0902
patologia fetal parto,65581
stents farmacoactivos,Z955
h zoster,0539
hematuria,R319
covid19 parto,O9852
mastectomia derecha,0HTT0ZZ
distocia de hombros,O660
bloqueo av completo,I442
ex consumidor oh,F1021
cesarea,10D00Z1
adenovirus,0790
venoclisi,05HY33Z
eco abd,8876
convulsions,R569
ecografia de torax,8873
desgarro de segundo grado,O701
diabetes gestacional con insulina,O24424
covid part,U071
psoriasi,6961
miastenia gravis,G7000
varices esenciales mii,I8392
biopsia vejiga,0TBB8ZX
legrado obstetrico evacuador,10D17ZZ
antibioterapia intravenosa,9921
histerectomia total lap,0UT94ZZ
hiperuricemia,7906
plaquetopenia parto,2875
feto muerto,O364XX0
discopatia lumbar,M5186
dolor post intervencion quirurgica,33818
miocardiopatia dilatada isquemica,I420
arteria umbilical unica,Q270
ecografia transvaginal,BU4CZZZ
bloqueo incompleto rama derecha,I4519
fumadora parto,N049
cistectomia radical,0TTB0ZZ
dermatitis seborreica parto,L219
celiaquia parto,O9962
hiperplasia benigna de prostata,60090
radiografia abdomen,8819
quiste tiroideo part,E041
carcinoma ductal infiltrante de mama derecha,C50911
deshidratacio,27651
adenoidectomia,286
hipotoroidismo part,E039
macrosomia parto,O3663X0
tecnica de gc,4011
covid,U071
depresion part,F329
hpv parto,O9852
hipotiroidismo parto,O9912
bruxismo,F458
derrame pericardico,I3139
talasemia minor part,D563
preeclampsia parto,O1494
dialisis,Z992
proctitis ulcerosa,K5120
intolerancia a la lactosa,E739
azitromicina,9921
g40.311,G40311
arritmia cardiaca,I499
fang biliar,K838
tabaco part,O99334
miomectomia,0UB90ZZ
gestacion gemelar,65101
sialoadenitis submaxilar,K1120
e coli,B9620
teratoma ovarico izquierdo,D271
cefalea,7840
historia neoplasia tiroide,Z85850
hiperplasia benigna de prostata,N400
fibrogastroscopia,0DJ68ZZ
angio-tc toracico,BW24Y0Z
malaltia inflamatoria pelvica,6149
amigdalitis estreptococcica,0340
reflujo gastroesofagico,53081
tumorectomia mama izquierda,0HBU0ZZ
cancer de mama derecha,C50911
sindrome de apnea-hipoapnea del sueno,G4730
nefropatia iga,N032
hemorragia post parto. -,O721
carcinoma endometrio,C541
prolapso mitral parto,I341
insuficiencia respiratoria hipercapnica cronica,51883
diu,V4551
hipocalcemia,E876
depresion part,O99344
linfadenectomia axilar izquierda,07T60ZZ
hernia d´hiatus,5533
ecografia-doppler de troncos supraaorticos,B348ZZZ
hipotiroidismo,E039
exeresis de ganglio centinela,4023
neoplasia uterina,179
ruptura prematura de membranas 1,O4202
hipertiroidismo parto,O99284
discopatia lumbar,M5186
desnutricion,E46
politraumatismo,9248
fx rotula,8220
biopsia rinon derecha,0TB03ZX
polipo vesicular,5756
cancer uroterial,81203
hipertension esencial,I10
estenosis favi,T82858A
rotura prematura de membranas 2,O4212
trastorno obsesivo-compulsivo,F429
aborto,10A07ZX
sindrome de piernas inquietas,G2581
"dolor, maluc esquerre",M25552
polipos endometriales,N840
infeccion tracto urinario sonda vesical,T83511A
taquicardia parto,R000
puerperal,64894
stents farmacoactivos,V4582
: 0 negatiu,Z6741
anemia hemolitica autoinmune,2830
dermatitis part,O9972
ecotv,BU46ZZZ
ecografia,8879
fumador 2t,F17210
dermatitis atopica part,O9972
sordera,H9193
trastorno bipolar,F319
preeclampsia grave,O1413
alergia alimento,V1505
h fracura,V1551
hipertension arterial insuficiencia cardiaca congestiva insuficiencia renal cronica 3,N183
sindrome subacromial dret,M25811
biopsias vesicales,0TBB8ZX
hepatopatia,K769
histerectomia abdominal radical,0UT40ZZ
ansiedad part,O99284
sarcoma,88003
trastorno de personalidad,F609
histerectomia,Z90710
parto de nalgas,7254
alergia aines,Z886
sepsis,0389
doble anexectomia laparoscopia,0UT24ZZ
neoplasia de pulmon,1629
antibioterapia,9921
derrame,J90
protesis mama derecha,0HRT0JZ
nalgas,10D07Z8
anexectomia izquierda por laparoscopia,0UT14ZZ
gastritis cronica parto,O9962
rendu osler weber,I780
bursectomia hombro izq,0MB24ZZ
carcinoma escamoso de cervix historia,V1041
neoplasia renal derecha,C641
cocaina +++.,30560
secundaria a diureticos,T502X5A
colitis presumiblemente infecciosa,0091
gammaglobulina,30233S1
sd. de gilbert,E804
laceracion en labios,0UQMXZZ
historia parto prematuro,O09213
ecocardiografias,8872
gsrh:a positivo,Z6710
soplo cardiaco,7852
edema cerebral,3485
1 stent,0045
obesitat part,Z6836
hiperfosforemia,E8339
hernia hiatus parto,K449
trombocitosis,D473
bcno,J449
colestasis parto,64671
hernia inguinal derecha,K4090
deterioro cognitivo vascular,29040
audifono,Z974
gs a negativo,Z6711
ductus arterioso persistente,7470
miopia magna parto,H4420
doble salpinguectomia laparoscopica,0UT74ZZ
fibrilacion auricular,I4891
alergia a penicilina,Z880
rtu-vejiga,0TBB8ZZ
dolor ojo,37991
285.1,2851
bacteriuria,7919
soplos sistolico,R011
portadora brca1,Z1501
vin 3,D071
rubeola no inmune,Z228
sindrome febril,78060
mastectomia,V4571
alergias: pirazolonas,Z886
demencia parkinson,G3183
carcinoma intraductal,85003
oxigeno,3E0F7SF
rigidez articular,71958
wolff-parkinson-white,I456
sat,J9601
peg,4311
tumorectomia mama izq,0HBU0ZZ
30+3 semanas,Z3A30
oxigenoterapia,3E0F7SF
apendicectomia laparoscopica,0DTJ4ZZ
mamoplastia de aumento,V4382
esv,I491
alergia a penicilina,V140
estres postraumatico,Z733
im it,I081
sonda nasogastrica,9607
radiografia abdomen,8819
colocacion de gastrostomia percutanea,4311
anemia refractaria,23872
carcinoma intraductal,85003
cardiopatia isquemica cronica,I259
secuelas de polio,B91
trasplante de progenitores hematopoyeticos,V4282
cesarea ant,O34219
una circulares,O6981X0
mpoc descompensada,49121
alfa talasemia,28243
tc cranial amb contrast,B0201ZZ
adenoma hepatico,2115
fractura pertrocanterea derecha,S72101A
mioma,88950
sindrome de hiperestimulacion ovarica,N981
hipertransaminasemia,R7401
doble anexectoma,0UT70ZZ
npt,9915
absceso de mama izquierda,N611
hipocalcemia recien nacido,P711
quiste ovario bilateral,N83202
n83.201,N83201
obesidad part,Z370
infecciones urinarias de repeticion,V1302
estrenimiento part,K5900
valvulopatia mitroaortica,I080
meropenem,3E03329
insuficiencia renal cronica,5859
insercion velamentosa de cordon,O43123
anemia postquirurgica,D62
colectomia total,V4572
hipertransaminasemia,7904
miopia parto,64891
nauseosa,R110
vancomicina,3E03329
diabetis mellitus,E119
eco utero,8879
historia parto prematur,O09213
grupo o +,Z6740
fallo cardiaco derecho,4280
asma estacional,J45909
ecografia cerebral,B040ZZZ
agorafobia,F4002
grupo sanguineo b,Z6720
depresion,311
grupo sanguineo: a positivo,Z6710
esclerosis sistemica,M349
desgarro cervix,0UQC7ZZ
puncion folicular,0UDN3ZZ
expulsivo prolongado,O631
desproporcion pelvico-cefalica,O334XX0
gs: a +,Z6710
litiasis vesical,0TCB8ZZ
ileo adinamico,5601
pna posparto,N10
hipotiroidismo part,D352
stent coronaria,V4582
cens,09BK4ZZ
obesidad morbida parto,E6601
salpinguectomia geu izq lap,10T24ZZ
radiografia torax,8744
estomatitis,K121
quiste de ovario izdo,N83202
biopsia colon,4525
transfusion de 2 concentrados de hematies,30233N1
ansiedad parto,O99343
otitis media cronica izquierda,H6692
insuficiencia respiratoria,51881
vm 2,9672
candidiasis vaginal parto,B373
sars-cov-2: negatiu,Z20822
nefropatia diabetica,58381
sindrome ansioso-depresivo part,O99344
hepatomegalia,R160
cardiopatia isquemica,4148
adc endometrio,C541
infarto agudo miocardio,412
eco 1t,BY49ZZZ
covid negativos,Z20822
cultivo vaginal: positivo,61610
acidosi,E872
mc call,0UQF7ZZ
strip i,O700
gammagrafia osea,CP1Z1ZZ
angina de esfuerzo,I208
t85.22xa,T8522XA
e.coli,B9620
hiperglucemia,R739
hipovitaminosis d,E559
alergia al kiwi,Z91018
alergias: cefalosporinas,Z881
distocia social,V629
41 semanas cumplidas,O480
extraccion de coagulos posparto,10D17ZZ
disnea,R0600
kjelland,724
migrana parto,O99354
circulares,O6981X0
saohs,G4733
piel atopica,L209
gestacion gemelar part,65101
cistoadenoma mucinoso ovarico derecho,D270
hbp retencion aguda orina,N401
trombopenia parto,O9912
diabetes,E119
stc,G5600
carcinoma ductal infiltrante de mama izda,C50912
cardiopatia hipertensiva,I119
alergia al nolotil,V146
ansiosa part,O99344
hidronefrosis fetal parto,65581
flemon,5225
embolizacion,3979
fisura anal cronica,K601
salpingectomia bilateral laparoscopica,0UT74ZZ
linfadenectomia aortica,4052
bajo nivel de conciencia,R401
depresion anteparto,64843
anexectomia izquierda laparoscopica,0UT14ZZ
alergia a melocoton,Z91018
bird,4264
miomectomia histeroscopica,0UB98ZZ
sop part,O9989
polip endometrial,N840
bc ba,V9103
imc: 34,Z6834
misoprostol aborto,10A07ZX
radiografia parrilla costal,BP0XZZZ
broncoscopia,3323
bronquiolitis aguda rhinovirus,J218
streptococcus agalactiae,B951
c. isquemica cronica,I259
quemadura 3 antebrazo derecho,T22311A
amo,Z472
sg: 40 .2,Z3A40
salpinguectomia geu izq lap,10T24ZZ
hernia discal,M519
m1 cerebrales,1983
fumadora 2t,O99332
policontusion,T07XXXA
drenaje pleural,3404
gestacion ectopica tubarica izquierda,O00102
drenaje pleural,0W9B3ZZ
anemia hemorragica,D62
cordoma sacro,C414
cistectomia parcial,576
hipotoroidismo parto,2449
alzheimer,F0280
gs: o positivo,Z6740
hierro,9929
hemibloqueo anterior de rama izquierda,I444
hipertrofia benigna de prostata,60020
osteogenesis imperfecta,Q780
via venosa,05HY33Z
arnold- chiari,Q0700
a neg,Z6711
hipotiroidismo part,O99284
radiografia de abdomen,BW00ZZZ
rdnp,36201
queratosis seborreica,L821
hidrosalpinx bilateral,N7011
leucocitosis,28860
43 semanas,Z3A49
nudo verdadero,O692XX0
ambliopia,36800
polipectomia anal,0DBQ8ZZ
enfisema,J439
recambio de cateter ureteral jj izquierdo,0T9770Z
anexectomia bilateral lap,0UT24ZZ
cordon corto parto,O693XX0
obesidad morbida part,O99824
eco abd,BW40ZZZ
hipertension insuficiencia cardiaca,I110
hernia discal parto,O9989
hallux valgus,M2010
taquicardia sinusal,42789
34 semanas,Z3A34
alergia a polen,Z91048
melenas,K921
sdme prostatico,N400
anemia puerperio,O9081
desgarro utero,O7181
carcinoma de celulas escamosas,80703
caida en su domicilio,W19XXXA
transaminasas,R740
tumor mucinoso borderline ovario izq,D271
alergia metamizol,Z886
hematuria microscopica,R3129
anemia por deficit de b12,D519
intolerancia a los hidratos de carbono parto,O9962
drenaje abdomen,0W9F4ZZ
40.6 sem,Z3A40
trastorno adaptativo con sintomatologia ansiosa,F4322
linfoma historia,Z8572
ch,30233N1
40 + 2,Z3A40
epilepsia part,G40909
ecografia renovesical,8875
inmunoglobulina anti D,3E0234Z
anexectomia derecha laparoscopica,0UT04ZZ
cytotec rectal,3E0H7GC
litiasis ureteral izquierda,0TF78ZZ
mioma intramural,D251
rtu prostata,0VB08ZZ
anexectomia izquierda,0UT60ZZ
hernioplastia inguinal derecha,0YU50JZ
linfadenectomia axilar izq,07T60ZZ
rctg poco tranquilizador,O76
neoplasia ovarica,1830
fibromialgia parto,M797
displasia ectodermica,Q824
displasia pulmonar,Q336
historia de colicos renales,Z87442
ptr dcha,0SRC0J9
histerectomia abdomial radical,0UT70ZZ
broncodilatadores,9394
miomas part,D259
sua,N938
eco cardiografia,B246ZZZ
sindrome lynch,Z1509
trastorno ansioso-depresivo parto,O99344
claustrofobia,F40240
hiperparatiroidismo renal,58881
alergia : amoxicilina,V140
hpv parto,B977
sindrome de apnea obstructiva del sueno,G4733
hipertensa,4019
jugava a futbol,Y9366
renograma,9203
utero miomatoso parto,O3413
intolerancia digestiva recien nacido,P928
hipotiroidismo gestacional,E039
cytotec rectales,3E0H7GC
suturo escleral,1281
tumorectomia mama der,0HBT0ZZ
legrado evacuador obstetrico,10D17ZZ
hernia diafragmatica congenita,Q790
hernioplastia inguinal derecha con malla,0YU50JZ
estrenimiento cronico,56400
sag : positivo,O99824
cst,10D00Z1
cardiopatia isquemica,I259
endometriosis profunda,6173
14 semanas,Z3A14
pancreatitis cronica parto,K861
epigastralgia,78906
v1083,Z85828
anemia ferropenica,2809
hiperglicemias,R739
version cefalica externa,10S0XZZ
reconvierte a laparotomica,Z5331
legrado obstetrico,10D17ZZ
infeciones del tracto urinario ) de repeticion,Z87440
tomografia axial computarizada body,BW25ZZZ
broncoespasmo,J9801
bocio multinodular,2411
biopsias esofag,4224
ecotv,8878
anexectomia bilateral via laparoscopica,0UT74ZZ
ventosa,10D07Z6
fractura cabeza radial derecho,S52121A
bomba de insulina,Z9641
wilson,E8309
accident,X58XXXA
eco abdominal,8876
vomitos esporadicos,78703
