Code,Literal
0WUF4JZ,HERNIORRAFIA UMBILICAL
Z8781,Historia de FRACTURA
O99344,ansiedad parto
E890,Hipotiroidismo qx parto
07T50ZZ,Linfadenectomia axilar derecho
193,Neoplasia de tiroides
T451X5A,ea quimioteràpia
O99344,Ansiedad part
O99344,Mioma parto
O021,RESTOS ABORTIVOS
E872,acidosi metabòlica
H9190,hipoacusia
04182,bacteroides fragilis
V148,Alergia al diclofenaco
R918,Nódulos pulmonares
Z9049,Hemicolectomía izquierda
O631,ventosa
07TC4ZZ,cistectomía radical LAP
0UT20ZZ,ANEXECTOMÏA BILATERAL
C50911,cáncer de mama derecha
O700,desgarros grado 1
O99284,Hipotiroidisimo part
O334XX0,dpf
00P600Z,retirada dvp
I483,Flutter auricular común paroxístico
71536,gonartrosis
4019,Hipertensión Arterial
4011,biòpsia selectiva de gangli sentinella
R4701,afasia
N189,IR Crónica
D259,LEIOMIOMA
5854,Enfermedad renal crónica estadio IV
Z6833,imc 33
04104,Enterococcus faecalis
Z87440,ITU de repeticion
Z6710,a posit
Z170,RE POSITIVO ++
BW03ZZZ,Radiografía de tórax
91200,hemangioma
85003,CARCINOMA DUCATL INFILTRANTE
Z6740,GSRh: O+(
Z90710,histerectomía
O6989X0,Arteria umbilical unica
BB4BZZZ,Ecografia de tòrax
V148,"Alérgica a TENOXICA,, RENTENOX, TILCOTIL, BUSCAPINA"
0UT70ZZ,ANEXECTOMíA BILATERAL
0DJ08ZZ,EDA
64973,Cérvix corto anteparto
Z3A40,40 + 1 sg
O701,Desgarro perineal IIº.
0UB98ZZ,histeroscopia quirúrgica
7359,Parto
4270,taquicardia supraventricular
D62,Anemia post-quirúrgica
O770,"??? , color: teñido"
O9852,Rubéola: no inmune
99811,Hemoperitoneo postquirúrgico
0UT74ZZ,Salpinguectomía bilateral laparoscópica
E119,DM
M1990,artrosi
Z21,VIH+
R451,agitación
N711,endometritis crónica
B246ZZZ,ECOCARDIOGRAMA TRANSTORÁCICO
O693XX0,Cordón corto parto
56729,peritonitis aguda
0HRU075,DORSAL ANCHO mama izquierda
N766,úlceras vulva
O99824,estreptococo grupo B positivo
88900,LEIOMIOMAS
0689,Paratiroidectomía superior izquierda
P615,Leucopenia rn
Z6741,0-negativo
L719,rosácea parto
P0736,prematuro 33
E915,cuerpo exttraño
V629,PROBLEMA SOCIAL
Z9989,PORTADORA DE CPAP
185,neo prostata
I480,Fibril·lació auricular paroxismal
M4056,Hiperlordosis lumbar
C50912,ca mama izquierda
N993,prolapso de cúpula vaginal
7483,traqueomalacia congenita
311,depressiu
1970,metástasis pulmonares
7840,Cefalea
27801,obesidad mórbida parto
45351,TVP
Z881,Alérgica a: Ácido clavulánico
6841,Histerectomía lap
R400,somnolencia
O631,: III plano OA
O368130,disminucion de movimientos fetales
O9972,Dermatitis atópica parto
0T9B8ZX,biopsia vesical
K311,Estenosis del píloro
6563,anexectomía bilateral
O99354,migrañas con aura parto
BY4FZZZ,ECOGRAFIA
R509,febril
Z886,Alergia codeina
2182,Mioma posterior subseroso
O3413,MIomas part
3E03329,Rifampicina
F1010,hábito enólico moderado
BY4GZZZ,ECO 3T gemelos
O701,Desgarros de II grado
K589,Colon espástico
2189,mioma utero
5305,espasmos esofágicos
9396,oxigenoteràpia
E669,Obesidad 3t
F1021,Ex-Enolismo
F17210,tabaquismo part
0UT70ZZ,anexectomía bilateral
K660,k660
37943,midriasis
3E033NZ,analgesia
S72012A,fractura subcapital femur izquierdo
O3413,Asma part
G930,quiste aracnoidea
3E033VJ,Indución
Z9049,RESECCIÓN DE SIGMA
61610,vagintis
3E0G76Z,sondaje gástrico rn
BW40ZZZ,Ecografía de abodmen
E0590,Hipertiroidismo primario
64421,Primigesta de 36.5 semanas
K2950,gastritis crónicas parto
O99284,Hipotiroididmo part
B24DZZZ,Ecocardiografia rn
T43595S,HIPOTIROIDISMO POR LITIO
I700,440.0
B00BYZZ,Arteriografía medula
M419,escoliosis parto
S060X0A,TCE sin pc
K660,adherencias intestinales
Z6740,Grupo sang materno: 0 positivo
Z6741,Grupo 0 RH +
O364XX0,Muerte fetal intraútero
Z794,insulina
Z87891,Ex fumador
Z951,triple bypass
9921,antibioticoterapia
49390,aSMA
O34219,cesáreas previas
E8770,sobrecarga hídrica
Z6720,: B POSITIVO
C50512,Carcinoma cie mama izq
Z955,stent coronaria
3E0F7GC,nebulizaciones
51881,ira 2
78609,Disnea
P2889,bronquiolitis VRS positiva rn
3432,tetraparesia espástica
6759,cerclaje cervical
8020,fractura nasal
Z931,Portador de gastrostomía
V1302,HISTORIA infecciones de orina
N939,Sangrado Vaginal
75329,reflujo vesicoureteral congenito
8878,Eco tv
Z171,RECEPTORES DE ESTROGENOS:NEGATIVOS
311,traqueostomía
O610,Fallo de inducción
I872,Insuficiencia Venosa Crónica
N390,itu E.faecalis
Z880,Alergia Augmentine
N888,Quistes de Naboth
28260,Drepanocitosis
F341,ansiosodepresivo
0VTTXZZ,CIRCUNCISIÓN
BR0CZZZ,Radiografía pelvis
5160,Proteinosis Alveolar Pulmonar
T451X5A,neutropenia febril qt
G4733,SAHS
O99334,Tabaco parto
V452,derivacion ventriculoperitoneal
4263,Bloque de rama izquierda
0HTU0ZZ,Madden Izquierdo
V1272,historia polipo colon
E042,Tiroides multinodular
T24311A,Quemadura 3 muslo derecho
01NB0ZZ,LAMINECTOMÍA L3
O26833,litiasis renal part
I5030,Hipertension Insuficiencia cardiaca
N401,N40.1
E162,HIPOGLICEMIA
0HBT0ZZ,TUMORECTOMÍA MAMA DERECHA
Z6710,a POS
R519,Cefaleas
N189,insuficiencia renal crónica
65921,Fiebre intraparto
O721,Hemorragía postparto
R161,esplenomegalia
T8131XA,DEHISCENCIA DE SUTURA QUIRURGICA
V441,Gastrostomía
Z87442,Historia de litiasis renal
R0789,Dolor torácico atípico
2859,Anemia normocítica normocrómica
Z302,V25.2
B9689,S.marcescens
3E0F7SF,o2
7350,Hallux valgus
9396,O2
Z87891,Exfumador
Z6710,Grupo A+
85003,CARCINOMA DUCTAL INFILTRANTE
B977,VPH
B54LZZZ,doppler renal
59010,Pielonefritis aguda derecha
3E03329,cefotaxima
Z593,vive en Residencia
V4572,hemicolectomía derecha
B246ZZZ,ECOCARDIOGRAfia
S72101A,FRACTURA PERTROCANTEREA FEMUR DERECHO
Z3A34,34 sem
H9192,Hipoacusia OI
4149,Cardiopatia isquemica
N23,Còlic renal
O99354,Hashimoto parto
34590,epilepsia
27803,obesidad-hipoventilación
53081,reflujo gastroesofagico
B040ZZZ,ecografias trasfontanelar
78093,Amnesia inmediatra
B9620,: E.Coli
Z951,bypass coronario
1749,CDI
25050,retinopat dm
O700,desgarro Iº.
0DQR0ZZ,Desgarro IIIA
6171,ENDoMETRIOMA
P599,icterico rn
65401,Utero septo parto
B961,Klebsiella pneumoniea
0HBT0ZZ,tumorectomia Mama der
N7001,Salpingitis aguda
G43109,migrañas con aura parto
R1032,Dolor fii
2875,Trombopenia
J122,J12.2
Z880,Alérgica a: AMOXICILINA
Z91048,Alérgica a gramíneas
66301,prolapso de cordón
R339,GLOBO VESICAL
78061,febril 2
Q438,Dolicocolon
4051,linfadenectomía axilar izquierda
H8109,meniere
5491,paracentesis evacuadora
O99344,Sd ansioso depresivo parto
07999,cuadro viral
Z9079,doble anexectomia
0JQC0ZZ,CISTOCELE
0UB04ZZ,Quistectomía ovario derecho laparoscópica
G9349,Leucoencefalopatía
R0902,hipoxemia
65581,patología fetal parto
Z955,Stents farmacoactivos
0539,H Zóster
R319,Hematuria
O9852,COVID19 parto
0HTT0ZZ,MASTECTOMIA derecha
O660,Distocia de hombros
I442,bloqueo AV completo
F1021,ex consumidor OH
10D00Z1,cesárea
0790,adenovirus
05HY33Z,Venoclisi
8876,Eco Abd
R569,Convulsions
8873,Ecografía de tórax
O701,desgarro de segundo grado
O24424,Diabetes gestacional con insulina
U071,Covid part
6961,psoriasi
G7000,Miastenia gravis
I8392,VARICES ESENCIALES MII
0TBB8ZX,BIOPSIA VEJIGA
10D17ZZ,LEGRADO OBSTÉTRICO EVACUADOR
9921,Antibioterapia intravenosa
0UT94ZZ,Histerectomia total lap
7906,Hiperuricemia
2875,plaquetopenia parto
O364XX0,feto muerto
M5186,discopatia lumbar
33818,dolor post IQ
I420,MIocardiopatía dilatada isquémica
Q270,Arteria umbilical única
BU4CZZZ,Ecografía transvaginal
I4519,bloqueo incompleto rama derecha
N049,Fumadora parto
0TTB0ZZ,cistectomía radical
L219,Dermatitis seborreica parto
O9962,celiaquia parto
60090,Hiperplasia benigna de próstata
8819,RX abdomen
E041,Quiste tiroideo part
C50911,Carcinoma Ductal Infiltrante de Mama derecha
27651,Deshidratació
286,Adenoidectomia
E039,Hipotoroidismo part
O3663X0,macrosomía parto
4011,Técnica de GC
U071,covid
F329,depresión part
O9852,HPV parto
O9912,hipotiroidismo parto
F458,bruxismo
I3139,derrame pericárdico
D563,talasemia minor part
O1494,preeclampsia parto
Z992,dialisis
K5120,Proctitis ulcerosa
E739,Intolerancia a la lactosa
9921,Azitromicina
G40311,G40.311
I499,Arritmia cardiaca
K838,fang biliar
O99334,Tabaco part
0UB90ZZ,MIOMECTOMIA
65101,Gestación gemelar
K1120,SIALOADENITIS SUBMAXILAR
B9620,E coli
D271,Teratoma ovárico izquierdo
7840,cefalea
Z85850,Historia neoplasia tiroide
N400,Hiperplasia benigna de prostata
0DJ68ZZ,Fibrogastroscopia
BW24Y0Z,Angio-TC torácico
6149,Malaltia inflamatòria pélvica
0340,Amigdalitis estreptococcica
53081,Reflujo gastroesofágico
0HBU0ZZ,tumorectomia mama izquierda
C50911,Ca de mama derecha
G4730,Síndrome de apnea-hipoapnea del sueño
N032,nefropatía IgA
O721,HEMORRAGIA POST PARTO. -
C541,Carcinoma endometrio
I341,Prolapso mitral parto
51883,Insuficiencia respiratoria hipercápnica crónica
V4551,DIU
E876,Hipocalcemia
O99344,Depresión part
07T60ZZ,LINFADENECTOMIA AXILAR IZQUIERDA
5533,Hernia d´hiatus
B348ZZZ,Ecografía-Doppler de troncos supraaórticos
E039,HIpotiroidismo
4023,exéresis de ganglio centinela
179,neoplasia uterina
O4202,Ruptura prematura de membranas 1
O99284,Hipertiroidismo PARTO
M5186,discopatía lumbar
E46,desnutricion
9248,Politraumatismo
8220,Fx rótula
0TB03ZX,biopsia Riñon derecha
5756,pólipo vesicular
81203,ca uroterial
I10,HIPERTENSIÓN ESENCIAL
T82858A,estenosis favi
O4212,Rotura prematura de membranas 2
F429,Trastorno obsesivo-compulsivo
10A07ZX,ABORTO
G2581,SD de piernas inquietas
M25552,"Dolor, maluc esquerre"
N840,Polipos endometriales
T83511A,ITU sonda vesical
R000,Taquicardia parto
64894,puerperal
V4582,stents farmacoactivos
Z6741,: 0 negatiu
2830,Anemia hemolítica autoinmune
O9972,Dermatitis part
BU46ZZZ,ECOTV
8879,Ecografía
F17210,Fumador 2t
O9972,Dermatitis atópica part
H9193,Sordera
F319,Trastorno bipolar
O1413,Preeclampsia grave
V1505,Alergia alimento
V1551,h fracura
N183,hta icc irc 3
M25811,Síndrome subacromial dret
0TBB8ZX,biopsias vesicales
K769,hepatopatía
0UT40ZZ,HISTERECTOMÍA abdominal RADICAL
O99284,ansiedad part
88003,Sarcoma
F609,trastorno de personalidad
Z90710,Histerectomia
7254,Parto de nalgas
Z886,ALERGIA AINEs
0389,Sepsis
0UT24ZZ,DOBLE ANEXECTOMÍA LAPAROSCÓPIA
1629,neoplasia de pulmón
9921,antibioterapia
J90,derrame
0HRT0JZ,prótesis mama derecha
10D07Z8,nalgas
0UT14ZZ,Anexectomía izquierda por laparoscopia
O9962,gastritis cronica parto
I780,Rendu Osler Weber
0MB24ZZ,bursectomía hombro izq
V1041,Carcinoma escamoso de cérvix historia
C641,NEOPLASIA RENAL derecha
30560,COCAINA +++.
T502X5A,secundaria a diureticos
0091,colitis presumiblemente infecciosa
30233S1,gammaglobulina
E804,Sd. de Gilbert
0UQMXZZ,laceracion en labios
O09213,historia parto prematuro
8872,ecocardiografías
Z6710,GSRH:A positivo
7852,soplo cardíaco
3485,Edema cerebral
0045,1 stent
Z6836,obesitat part
E8339,hiperfosforemia
K449,hernia hiatus parto
D473,trombocitosis
J449,BCNO
64671,colestasis parto
K4090,Hernia Inguinal Derecha
29040,Deterioro cognitivo vascular
Z974,audifono
Z6711,GS A negativo
7470,Ductus arterioso persistente
H4420,Miopia magna parto
0UT74ZZ,DOBLE SALPINGUECTOMIA LAPAROSCÓPICA
I4891,fa
Z880,Alergia a Penicilina
0TBB8ZZ,RTU-vejiga
37991,dolor ojo
2851,285.1
7919,bacteriuria
R011,Soplos sistólico
Z1501,portadora BRCA1
D071,VIN 3
Z228,rUBEOLA NO INMUNE
78060,Sindrome febril
V4571,MASTECTOMIA
Z886,ALERGIAS: Pirazolonas
G3183,demencia parkinson
85003,carcinoma intraductal
3E0F7SF,oxígeno
71958,rigidez articular
I456,Wolff-Parkinson-White
J9601,Sat
4311,PEG
0HBU0ZZ,tumorectomía mama izq
Z3A30,30+3 semanas
3E0F7SF,Oxigenoterapia
0DTJ4ZZ,apendicectomia laparoscopica
V4382,Mamoplastia de aumento
I491,esv
V140,Alergia a Penicilina
Z733,estrés postraumático
I081,im it
9607,Sonda nasogástrica
8819,Rx Abdomen
4311,colocación de gastrostomía percutánea
23872,anemia refractaria
85003,Carcinoma intraductal
I259,Cardiopatia isquemica cronica
B91,Secuelas de polio
V4282,trasplante de progenitores hematopoyeticos
O34219,Cesarea ant
O6981X0,una circulares
49121,Mpoc descompensada
28243,Alfa talasemia
B0201ZZ,TC cranial amb contrast
2115,adenoma hepatico
S72101A,FRACTURA PERTROCANTEREA DERECHA
88950,Mioma
N981,Síndrome de Hiperestimulación ovárica
R7401,Hipertransaminasemia
0UT70ZZ,DOBLE ANEXECTOMA
9915,NPT
N611,ABSCESO DE MAMA IZQUIERDA
P711,Hipocalcemia rn
N83202,quiste ovario bilateral
N83201,N83.201
Z370,obesidad part
V1302,Infecciones urinarias de repetición
K5900,Estreñimiento part
I080,valvulopatía mitroaortica
3E03329,Meropenem
5859,insuficiencia renal crónica
O43123,Inserción velamentosa de cordón
D62,anemia postquirúrgica
V4572,Colectomía total
7904,Hipertransaminasemia
64891,miopía parto
R110,nauseosa
3E03329,Vancomicina
E119,Diabetis mellitus
8879,Eco utero
O09213,historia parto prematur
Z6740,Grupo O +
4280,fallo cardiaco derecho
J45909,Asma estacional
B040ZZZ,ecografía cerebral
F4002,Agorafobia
Z6720,GRUPO SANGUINEO B
311,Depresión
Z6710,Grupo sanguíneo: A positivo
M349,Esclerosis sistémica
0UQC7ZZ,desgarro cérvix
0UDN3ZZ,Punción folicular
O631,Expulsivo prolongado
O334XX0,desproporción pelvico-cefálica
Z6710,GS: A +
0TCB8ZZ,litiasis vesical
5601,Ileo adinámico
N10,pna posparto
D352,Hipotiroidismo part
V4582,stent coronaria
09BK4ZZ,CENS
E6601,Obesidad Morbida parto
10T24ZZ,SALPINGUECTOMIA geu izq lap
8744,Rx torax
K121,estomatitis
N83202,Quiste de ovario izdo
4525,biopsia Colon
30233N1,transfusión de 2 concentrados de hematies
O99343,Ansiedad parto
H6692,otitis media cronica IZQUIERDA
51881,Insuficiencia respiratoria
9672,VM 2
B373,Candidiasis vaginal parto
Z20822,SARS-CoV-2: Negatiu
58381,nefropatía diabética
O99344,síndrome ansioso-depresivo part
R160,Hepatomegalia
4148,Cardiopatia isquémica
C541,ADC endometrio
412,iam
BY49ZZZ,ECO 1t
Z20822,COVID negativos
61610,Cultivo vaginal: positivo
E872,Acidosi
0UQF7ZZ,Mc Call
O700,strip I
CP1Z1ZZ,gammagrafía ósea
I208,angina de esfuerzo
T8522XA,T85.22XA
B9620,E.Coli
R739,HIPERGLUCEMIA
E559,hipovitaminosis d
Z91018,Alergia al kiwi
Z881,ALERGIAS: Cefalosporinas
V629,Distocia social
O480,41 semanas cumplidas
10D17ZZ,Extracción de coágulos posparto
R0600,dísnea
724,Kjelland
O99354,migraña parto
O6981X0,Circulares
G4733,SAOHS
L209,Piel atópica
65101,Gestación gemelar part
D270,Cistoadenoma mucinoso ovárico derecho
N401,hbp rao
O9912,TROMBOPENIA parto
E119,Diabetes
G5600,stc
C50912,CARCINOMA DUCTAL INFILTRANTE DE MAMA IZDA
I119,Cardiopatia hipertensiva
V146,Alérgia al nolotil
O99344,ansiosa part
65581,hidronefrosis fetal parto
5225,Flemon
3979,embolizacion
K601,Fisura anal crónica
0UT74ZZ,Salpingectomia bilateral laparoscópica
4052,Linfadenectomia aórtica
R401,bajo nivel de conciencia
64843,depresion anteparto
0UT14ZZ,Anexectomia izquierda laparoscópica
Z91018,Alergia a melocoton
4264,BIRD
0UB98ZZ,MIOMECTOMÍA HISTEROSCÓPICA
O9989,SOP part
N840,polip endometrial
V9103,BC BA
Z6834,IMC: 34
10A07ZX,misoprostol aborto
BP0XZZZ,Rx parrilla costal
3323,Broncoscopia
J218,bronquiolitis aguda rhinovirus
B951,Streptococcus agalactiae
I259,C. ISQUEMICA CRONICA
T22311A,quemadura 3 antebrazo derecho
Z472,amo
Z3A40,SG: 40 .2
10T24ZZ,salpinguectomía geu izq lap
M519,hernia discal
1983,M1 cerebrales
O99332,Fumadora 2t
T07XXXA,Policontusión
3404,Drenaje pleural
O00102,Gestación ectópica tubárica izquierda
0W9B3ZZ,drenaje pleural
D62,ANEMIA HEMORRÁGICA
C414,Cordoma Sacro
576,cistectomía parcial
2449,Hipotoroidismo parto
F0280,Alzheimer
Z6740,GS: O positivo
9929,hierro
I444,Hemibloqueo anterior de rama izquierda
60020,Hipertrofia benigna de próstata
Q780,Osteogenesis imperfecta
05HY33Z,vía venosa
Q0700,Arnold- Chiari
Z6711,A neg
O99284,hipotiroidismo part
BW00ZZZ,radiografia de abdomen
36201,RDNP
L821,Queratosis seborreica
N7011,Hidrosalpinx bilateral
28860,leucocitosis
Z3A49,43 semanas
O692XX0,Nudo verdadero
36800,ambliopia
0DBQ8ZZ,polipectomia anal
J439,Enfisema
0T9770Z,recambio de catéter ureteral JJ izquierdo
0UT24ZZ,ANEXECTOMIA BILATERAL LAP
O693XX0,Cordon corto parto
O99824,obesidad mórbida part
BW40ZZZ,Eco Abd
I110,Hipertension Insuficiencia cardiaca
O9989,hernia discal parto
M2010,Hallux valgus
42789,Taquicardia sinusal
Z3A34,34 semanas
Z91048,Alergia a polen
K921,melenas
N400,Sdme prostático
O9081,Anemia puerperio
O7181,desgarro utero
80703,Carcinoma de células escamosas
W19XXXA,caida en su domicilio
R740,transaminasas
D271,tumor mucinoso borderline ovario izq
Z886,ALERGIA METAMIZOL
R3129,hematuria microscopica
D519,Anemia por déficit de B12
O9962,Intolerancia a los hidratos de carbono parto
0W9F4ZZ,drenaje abdomen
Z3A40,40.6 sem
F4322,Trastorno adaptativo con sintomatología ansiosa
Z8572,Linfoma historia
30233N1,CH
Z3A40,40 + 2
G40909,epilepsia part
8875,Ecografía renovesical
3E0234Z,Anti-D
0UT04ZZ,ANEXECTOMÍA DERECHA LAPAROSCOPICA
3E0H7GC,cytotec rectal
0TF78ZZ,LITIASIS URETERAL iZQUIERDA
D251,mioma intramural
0VB08ZZ,rtu próstata
0UT60ZZ,anexectomia IZQUIERDA
0YU50JZ,HERNIOPLASTIA INGUINAL DERECHA
07T60ZZ,Linfadenectomia axilar izq
O76,RCTG poco tranquilizador
1830,Neoplasia ovárica
M797,Fibromialgia parto
Q824,Displasia ectodérmica
Q336,displasia pulmonar
Z87442,Historia de cólicos renales
0SRC0J9,PTR dcha
0UT70ZZ,histerectomia abdomial radical
9394,Broncodilatadores
D259,miomas part
N938,SUA
B246ZZZ,ECO cardiografia
Z1509,sindrome Lynch
O99344,trastorno ansioso-depresivo parto
F40240,claustrofobia
58881,Hiperparatiroidismo renal
V140,ALERGIA : AMOXICILINA
B977,HPV parto
G4733,Síndrome de apnea obstructiva del sueño
4019,hipertensa
Y9366,jugava a fútbol
9203,Renograma
O3413,Utero miomatoso parto
P928,Intolerancia digestiva rn
E039,Hipotiroidismo Gestacional
3E0H7GC,cytotec rectales
1281,suturó escleral
0HBT0ZZ,TUMORECTOMÍA mama der
10D17ZZ,legrado evacuador obstetrico
Q790,Hernia diafragmática congénita
0YU50JZ,hernioplastia inguinal derecha con malla
56400,estreñimiento crónico
O99824,SAG : positivo
10D00Z1,cst
I259,CARDIOPATIA ISQUEMICA
6173,Endometriosis profunda
Z3A14,14 semanas
K861,pancreatitis crónica parto
78906,epigastralgia
Z85828,v1083
2809,anemia ferropenica
R739,Hiperglicemias
10S0XZZ,Version cefálica externa
Z5331,reconvierte a laparotómica
10D17ZZ,LEGRADO OBSTETRICO
Z87440,Infeciones del tracto urinario ) de repetición
BW25ZZZ,TAC body
J9801,Broncoespasmo
2411,Bocio multinodular
4224,biopsias esofag
8878,ECOTV
0UT74ZZ,ANEXECTOMÍA BILATERAL VÍA LAPAROSCÓPICA
10D07Z6,ventosa
S52121A,FRACTURA CABEZA RADIAL DERECHO
Z9641,Bomba de insulina
E8309,Wilson
X58XXXA,ACCIDENT
8876,ECO abdominal
78703,Vómitos esporádicos
Z89021,estado amputación dedo mano derecha
42833,Insuficiència cardíaca diastòlica aguda
K7581,Esteatohepatitis no alcohólica
E0590,Hipertiroidismo PARTO
4552,hemorroides internas prolapsadas
E8798,trasfusión
I420,Miocardiopatia dialatada
Z6740,GSRh: O+
O9942,Prolapso mitral parto
Z87891,Ex-tabaquismo
0UT54ZZ,ANEXECTOMÍA DERECHA LAPAROSCÓPICA
Z6740,Grupo sanguíneo: o+
4281,Insuficiencia cardiaca izquierda
Z6740,GS : O +
O99334,tabaco part
U071,COVID parto
2763,alcalosis
53510,gastritis cronica
83803,ADENOCARCINOMA ENDOMETRIOIDE
BW40ZZZ,eco abdominal
9921,Antibióticos
N3281,Vejiga hiperactiva
4A10X4Z,Vídeo EEG
O701,desgarro grado dos
I4510,BBDFH
Z3A38,38 +6 semanas
K830,Colangitis aguda
40599,Hipertensión secundaria
