Code,D_P,Description,Literal
O9902,D,Anemia que complica el parto,anemia ferropenica parto
O9902,D,Anemia que complica el parto,alfa-talassemia part
O9902,D,Anemia que complica el parto,talassemia minor part
O9902,D,Anemia que complica el parto,Anemia ferropénica parto
O9902,D,Anemia que complica el parto,anèmia ferropènica parto
O9902,D,Anemia que complica el parto,Rasgo talasémico part
O9902,D,Anemia que complica el parto,anemia ferropénica parto
O9902,D,Anemia que complica el parto,Rubeola no inmune
O9902,D,Anemia que complica el parto,Talasemia minor part
O9902,D,Anemia que complica el parto,Anemia Ferropénica parto
O9902,D,Anemia que complica el parto,anèmia parto
O9902,D,Anemia que complica el parto,anemia part
O9902,D,Anemia que complica el parto,Anemia ferropénica part
O9902,D,Anemia que complica el parto,talassemia minor parto
O9902,D,Anemia que complica el parto,Anemia part
O9902,D,Anemia que complica el parto,Escoliosis parto
O9902,D,Anemia que complica el parto,hemoglobinopatia parto
O9902,D,Anemia que complica el parto,anemia ferropénica part
O9902,D,Anemia que complica el parto,alfa talasemia parto
O9903,D,Anemia que complica el puerperio,Anemia posparto
O9903,D,Anemia que complica el puerperio,anemia posparto
O9903,D,Anemia que complica el puerperio,Anemia puerperal
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",síndrome antifosfolípido parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",von Willebrand parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",trombocitosis parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",escoliosis part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",deficit proteina s part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",plaquetopenia parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Hipertiroidismo part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",trombopenia part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",trombocitopenia parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",síndrome antifosfolipido parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Factor V Leyden part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Déficit factor VII parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",deficit proteina S parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Sarcoidosis parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",adherencias part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",deficit proteina s parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Esferocitosis hereditària parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Deficit Proteina S parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Factor V de Leiden parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Síndrome metabólico parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",colon irritable parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Déficit proteina c parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",hipotiroidismo parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",TROMBOPENIA parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Trombopenia part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",factor V Leyden parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Gen Protrombina part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",plaquetopenia part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",trombopenia PARTO
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Hepatitis B parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Trombofilia parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",PTI parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Plaquetopenia parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",trombofilia part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",insuficiencia venosa parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Von Willebrand parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Trombocitopenia parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Déficit Proteína S part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Déficit proteína S parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",leucocitosis part
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Sd antifosfolipido parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Hipertiroidismo parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",migraña parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",Factor V Leyden parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",von willebrand parto
O9912,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto",hemofilia parto
O99212,D,"Obesidad que complica el embarazo, segundo trimestre",obesida 2t
O99212,D,"Obesidad que complica el embarazo, segundo trimestre",obesidad 2t
O99212,D,"Obesidad que complica el embarazo, segundo trimestre",Obesidad 2t
O99213,D,"Obesidad que complica el embarazo, tercer trimestre",obesidad 3t
O99213,D,"Obesidad que complica el embarazo, tercer trimestre",obesidad 3T
O99213,D,"Obesidad que complica el embarazo, tercer trimestre",Obesidad 3t
O99214,D,Obesidad que complica el parto,obesidad mórbida parto
O99214,D,Obesidad que complica el parto,obesidad mórbida part
O99214,D,Obesidad que complica el parto,obesdidad mórbida part
O99214,D,Obesidad que complica el parto,migraña part
O99214,D,Obesidad que complica el parto,Rasgo talasémico part
O99214,D,Obesidad que complica el parto,Tabaco parto
O99214,D,Obesidad que complica el parto,sobrepeso parto
O99214,D,Obesidad que complica el parto,obesidad morbida parto
O99214,D,Obesidad que complica el parto,Obesidad part
O99214,D,Obesidad que complica el parto,asma part
O99214,D,Obesidad que complica el parto,Obesidad morbida parto
O99214,D,Obesidad que complica el parto,Obesidad Mórbida parto
O99214,D,Obesidad que complica el parto,Obesitat part
O99214,D,Obesidad que complica el parto,Obesidad mórbida part
O99214,D,Obesidad que complica el parto,obesitat parto
O99214,D,Obesidad que complica el parto,Obesidad Morbida parto
O99214,D,Obesidad que complica el parto,obesidad morbida part
O99214,D,Obesidad que complica el parto,Obesidad PART
O99214,D,Obesidad que complica el parto,Sobrepeso part
O99214,D,Obesidad que complica el parto,hipotiroidisme part
O99214,D,Obesidad que complica el parto,Obesitad parto
O99214,D,Obesidad que complica el parto,Hipotiroidismo parto
O99214,D,Obesidad que complica el parto,OBESIDAD MÓRBIDA parto
O99214,D,Obesidad que complica el parto,asma parto
O99214,D,Obesidad que complica el parto,obesitat part
O99214,D,Obesidad que complica el parto,obesidad part
O99214,D,Obesidad que complica el parto,obesitat mòrbida part
O99214,D,Obesidad que complica el parto,OBESIDAD part
O99214,D,Obesidad que complica el parto,obesidad PART
O99214,D,Obesidad que complica el parto,Fumadora part
O99282,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el embarazo, segundo trimestre",hipotiroidsimo 2t
O99282,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el embarazo, segundo trimestre",Hipotiroidismo 2t
O99282,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el embarazo, segundo trimestre",hipotiroidismo 2t
O99283,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el embarazo, tercer trimestre",HIPOTIROIDISMO 3t
O99283,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el embarazo, tercer trimestre",hipotiroidismo 3t
O99283,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el embarazo, tercer trimestre",Hipotiroidismo 3t
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",intolerancia Lactosa parto
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",hipotirodismo qx parto
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",hipercolesterolemia part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",Déficit vit B12 part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",Hipertiroidismo part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",hipoTiroidismo part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",nódulos tiroideos parto
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",Hipercolesterolemia part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",hipotiroïdisme part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",Hipertrigliceridemia parto
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",Hipotiroidismo quirúrgico parto
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",hipotir PARTO
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",dislipemia part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",Quistes tiroideos parto
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",Hipotoroidismo part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",Nodulo tiroideo part
O99284,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto",o99284
